,target_name_x,accession_1_x,query_name_x,accession_2_x,E-value_1_x,score_1_x,bias_1_x,E-value_2_x,score_2_x,bias_2_x,exp_x,reg_x,clu_x,ov_x,env_x,dom_x,rep_x,inc_x,description_x,TC,new_encoded_TC_2,accession_code,subfamilies,target_name_y,accession_1_y,query_name_y,accession_2_y,E-value_1_y,score_1_y,bias_1_y,E-value_2_y,score_2_y,bias_2_y,exp_y,reg_y,clu_y,ov_y,env_y,dom_y,rep_y,inc_y,description_y,D_classes,host,Names
3113,tr|A0AAE9HL56|A0AAE9HL56_9CAUD,-,cluster_0,-,1.2e-14,52.6,8.4,1.8e-14,51.9,8.4,1.2,1,0,0,1,1,1,1,Short tail fiber protein OS=Escherichia phage vB_EcoM_ESCO58 OX=2918874 GN=ESCO58_00194 PE=4 SV=1,TC0,TC0,A0AAE9HL56,Straboviridae,tr|A0AAE9HL56|A0AAE9HL56_9CAUD,-,cluster_D38,-,6.3999999999999995e-24,84.0,8.1,1.5e-10,40.9,0.5,3.9,3,1,0,3,3,3,3,Short tail fiber protein OS=Escherichia phage vB_EcoM_ESCO58 OX=2918874 GN=ESCO58_00194 PE=4 SV=1,D38,Escherichia,Escherichia phage vB_EcoM_ESCO58.
3114,tr|A0AAE9HL82|A0AAE9HL82_9CAUD,-,cluster_11,-,3.9e-88,294.7,7.3,4.7e-88,294.4,7.3,1.1,1,0,0,1,1,1,1,Hinge connector of long tail fiber distal connector OS=Escherichia phage vB_EcoM_ESCO58 OX=2918874 G,TC11,TC11,A0AAE9HL82,Straboviridae,tr|A0AAE9HL82|A0AAE9HL82_9CAUD,-,cluster_D81,-,4.1e-39,132.0,0.6,4.1e-39,132.0,0.6,1.8,2,0,0,2,2,1,1,Hinge connector of long tail fiber distal connector OS=Escherichia phage vB_EcoM_ESCO58 OX=2918874 G,D81,Escherichia,Escherichia phage vB_EcoM_ESCO58.
3115,tr|A0AAE9HM09|A0AAE9HM09_9CAUD,-,cluster_11,-,5.1e-45,153.7,2.8,2e-44,151.8,2.8,1.8,1,1,0,1,1,1,1,Hinge connector of long tail fiber distal connector OS=Escherichia phage vB_EcoM_ESCO10 OX=2918865 G,TC11,TC11,A0AAE9HM09,Straboviridae,tr|A0AAE9HM09|A0AAE9HM09_9CAUD,-,cluster_D81,-,2.8e-31,106.9,0.4,5.3e-31,106.0,0.4,1.5,1,0,0,1,1,1,1,Hinge connector of long tail fiber distal connector OS=Escherichia phage vB_EcoM_ESCO10 OX=2918865 G,D81,Escherichia,Escherichia phage vB_EcoM_ESCO10.
3116,tr|A0AAE9HMK3|A0AAE9HMK3_9CAUD,-,cluster_15,-,6.9999999999999995e-40,136.6,66.6,6.9999999999999995e-40,136.6,66.6,2.8,1,1,1,2,2,2,1,Tail fiber protein OS=Escherichia phage vB_EcoS_ESCO40 OX=2918880 GN=ESCO40_00133 PE=4 SV=1,TC15,TC15,A0AAE9HMK3,Demerecviridae,tr|A0AAE9HMK3|A0AAE9HMK3_9CAUD,-,cluster_D16,-,9.099999999999998e-24,84.5,135.8,1.1e-19,71.2,49.2,3.6,1,1,2,3,3,3,2,Tail fiber protein OS=Escherichia phage vB_EcoS_ESCO40 OX=2918880 GN=ESCO40_00133 PE=4 SV=1,D16,Escherichia,Escherichia phage vB_EcoS_ESCO40.
3117,tr|A0AAE9HMZ0|A0AAE9HMZ0_9CAUD,-,cluster_12,-,3.2000000000000003e-211,703.8,66.1,1.5e-99,333.9,18.4,4.1,1,1,3,4,4,4,4,Long tail fiber protein OS=Escherichia phage vB_EcoS_ESCO30 OX=2918879 GN=ESCO30_00044 PE=4 SV=1,TC12,TC12TC15,A0AAE9HMZ0,Demerecviridae,tr|A0AAE9HMZ0|A0AAE9HMZ0_9CAUD,-,cluster_D47,-,2.0000000000000003e-45,154.4,4.0,7.7e-45,152.5,4.0,2.0,1,0,0,1,1,1,1,Long tail fiber protein OS=Escherichia phage vB_EcoS_ESCO30 OX=2918879 GN=ESCO30_00044 PE=4 SV=1,D47,Escherichia,Escherichia phage vB_EcoS_ESCO30.
3118,tr|A0AAE9HNL0|A0AAE9HNL0_9CAUD,-,cluster_6,-,3.2e-207,688.1,24.4,3.6000000000000004e-207,688.0,24.4,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO50 OX=2918872 GN=ESCO50_00075 PE=4 SV=1,TC6,TC6,A0AAE9HNL0,Ounavirinae,tr|A0AAE9HNL0|A0AAE9HNL0_9CAUD,-,cluster_D34,-,7.5e-49,163.4,1.4,2.4e-48,161.8,1.4,1.9,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO50 OX=2918872 GN=ESCO50_00075 PE=4 SV=1,D34,Escherichia,Escherichia phage vB_EcoM_ESCO50.
3119,tr|A0AAE9HNN3|A0AAE9HNN3_9CAUD,-,cluster_6,-,2.5e-206,685.2,24.2,2.8e-206,685.0,24.2,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO56 OX=2918873 GN=ESCO56_00002 PE=4 SV=1,TC6,TC6,A0AAE9HNN3,Ounavirinae,tr|A0AAE9HNN3|A0AAE9HNN3_9CAUD,-,cluster_D34,-,7.6e-49,163.3,1.4,2.4e-48,161.8,1.4,1.9,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO56 OX=2918873 GN=ESCO56_00002 PE=4 SV=1,D34,Escherichia,Escherichia phage vB_EcoM_ESCO56.
3120,tr|A0AAE9HNV8|A0AAE9HNV8_9CAUD,-,cluster_14,-,2.5e-187,624.8,62.9,1.6e-152,509.5,40.0,3.9,2,1,2,4,4,3,3,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO10 OX=2918865 GN=ESCO10_00047 PE=3 SV=1,TC14,TC14TC13TC6,A0AAE9HNV8,Straboviridae,tr|A0AAE9HNV8|A0AAE9HNV8_9CAUD,-,cluster_D72,-,7.7e-30,102.6,0.4,7.7e-30,102.6,0.4,3.7,3,0,0,3,3,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO10 OX=2918865 GN=ESCO10_00047 PE=3 SV=1,D72,Escherichia,Escherichia phage vB_EcoM_ESCO10.
3121,tr|A0AAE9HP61|A0AAE9HP61_9CAUD,-,cluster_7,-,5.4e-127,425.0,26.8,2.1e-121,406.5,19.8,2.1,1,1,1,2,2,2,2,Tail fibers protein OS=Escherichia phage vB_EcoM_ESCO50 OX=2918872 GN=ESCO50_00074 PE=4 SV=1,TC7,TC7TC6,A0AAE9HP61,Ounavirinae,tr|A0AAE9HP61|A0AAE9HP61_9CAUD,-,cluster_D4,-,3.6e-29,101.8,40.1,3.6e-29,101.8,40.1,2.4,2,0,0,2,2,1,1,Tail fibers protein OS=Escherichia phage vB_EcoM_ESCO50 OX=2918872 GN=ESCO50_00074 PE=4 SV=1,D4,Escherichia,Escherichia phage vB_EcoM_ESCO50.
3122,tr|A0AAE9HPA5|A0AAE9HPA5_9CAUD,-,cluster_7,-,7.5e-109,365.1,33.4,4.6e-107,359.2,33.4,2.2,1,1,0,1,1,1,1,Tail fibers protein OS=Escherichia phage vB_EcoM_ESCO56 OX=2918873 GN=ESCO56_00001 PE=4 SV=1,TC7,TC7TC6,A0AAE9HPA5,Ounavirinae,tr|A0AAE9HPA5|A0AAE9HPA5_9CAUD,-,cluster_D4,-,6.1e-29,101.0,38.5,6.1e-29,101.0,38.5,2.3,2,0,0,2,2,1,1,Tail fibers protein OS=Escherichia phage vB_EcoM_ESCO56 OX=2918873 GN=ESCO56_00001 PE=4 SV=1,D4,Escherichia,Escherichia phage vB_EcoM_ESCO56.
3123,tr|A0AAE9HPJ0|A0AAE9HPJ0_9CAUD,-,cluster_6,-,3.2e-206,684.8,24.0,3.6e-206,684.7,24.0,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO45 OX=2918869 GN=ESCO45_00033 PE=4 SV=1,TC6,TC6,A0AAE9HPJ0,Ounavirinae,tr|A0AAE9HPJ0|A0AAE9HPJ0_9CAUD,-,cluster_D34,-,9.499999999999999e-49,163.0,1.3,3e-48,161.4,1.3,1.9,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO45 OX=2918869 GN=ESCO45_00033 PE=4 SV=1,D34,Escherichia,Escherichia phage vB_EcoM_ESCO45.
3124,tr|A0AAE9HPK9|A0AAE9HPK9_9CAUD,-,cluster_0,-,6.1e-163,543.8,17.2,7.4e-163,543.6,17.2,1.0,1,0,0,1,1,1,1,Proximal tail fiber subunit OS=Klebsiella phage CPRSB OX=2935723 GN=ALHIDCOG_00034 PE=4 SV=1,TC0,TC0,A0AAE9HPK9,Straboviridae,tr|A0AAE9HPK9|A0AAE9HPK9_9CAUD,-,cluster_D38,-,2.5e-53,178.8,21.0,3e-43,146.3,12.6,3.5,1,1,2,3,3,3,3,Proximal tail fiber subunit OS=Klebsiella phage CPRSB OX=2935723 GN=ALHIDCOG_00034 PE=4 SV=1,D38,Klebsiella,Klebsiella phage CPRSB.
3125,tr|A0AAE9HPX8|A0AAE9HPX8_9CAUD,-,cluster_11,-,7e-138,457.3,10.4,7.8e-138,457.2,10.4,1.0,1,0,0,1,1,1,1,Tail connector protein OS=Escherichia phage vB_EcoM_ESCO47 OX=2918870 GN=ESCO47_00175 PE=4 SV=1,TC11,TC11,A0AAE9HPX8,Straboviridae,tr|A0AAE9HPX8|A0AAE9HPX8_9CAUD,-,cluster_D81,-,4.2e-37,125.6,0.3,4.2e-37,125.6,0.3,1.7,2,0,0,2,2,1,1,Tail connector protein OS=Escherichia phage vB_EcoM_ESCO47 OX=2918870 GN=ESCO47_00175 PE=4 SV=1,D81,Escherichia,Escherichia phage vB_EcoM_ESCO47.
3126,tr|A0AAE9HQ67|A0AAE9HQ67_9CAUD,-,cluster_11,-,8.599999999999999e-49,166.0,3.7,2.9000000000000002e-30,105.4,0.7,2.1,2,0,0,2,2,2,2,Long-tail fiber protein OS=Salmonella phage CF-SP2 OX=2935508 GN=EBPHNEJP_00058 PE=4 SV=1,TC11,TC11,A0AAE9HQ67,Straboviridae,tr|A0AAE9HQ67|A0AAE9HQ67_9CAUD,-,cluster_D81,-,6.6e-27,92.9,0.2,1.9e-26,91.5,0.2,1.8,1,0,0,1,1,1,1,Long-tail fiber protein OS=Salmonella phage CF-SP2 OX=2935508 GN=EBPHNEJP_00058 PE=4 SV=1,D81,Salmonella,Salmonella phage CF-SP2.
3127,tr|A0AAE9HQF7|A0AAE9HQF7_9CAUD,-,cluster_4,-,0.0,1692.0,29.8,0.0,1687.7,29.8,1.9,1,1,0,1,1,1,1,Tail fiber protein OS=Klebsiella phage NPat OX=2935708 GN=NPat_gp20 PE=4 SV=1,TC4,TC4TC3TC9,A0AAE9HQF7,Drexlerviridae,tr|A0AAE9HQF7|A0AAE9HQF7_9CAUD,-,cluster_D39,-,2.5e-79,265.0,0.1,7.4e-79,263.5,0.1,1.8,1,0,0,1,1,1,1,Tail fiber protein OS=Klebsiella phage NPat OX=2935708 GN=NPat_gp20 PE=4 SV=1,D39,Klebsiella,Klebsiella phage NPat.
3128,tr|A0AAE9HRS5|A0AAE9HRS5_9CAUD,-,cluster_0,-,1.6999999999999998e-96,323.7,9.4,2.3e-96,323.3,9.4,1.0,1,0,0,1,1,1,1,Proximal tail fiber subunit OS=Klebsiella phage CPRSA OX=2935722 GN=IANJMKHF_00032 PE=4 SV=1,TC0,TC0,A0AAE9HRS5,Straboviridae,tr|A0AAE9HRS5|A0AAE9HRS5_9CAUD,-,cluster_D38,-,4.999999999999999e-44,148.8,12.2,9.2e-44,148.0,12.2,1.4,1,0,0,1,1,1,1,Proximal tail fiber subunit OS=Klebsiella phage CPRSA OX=2935722 GN=IANJMKHF_00032 PE=4 SV=1,D38,Klebsiella,Klebsiella phage CPRSA.
3129,tr|A0AAE9HSD8|A0AAE9HSD8_9CAUD,-,cluster_4,-,0.0,1683.0,30.9,0.0,1678.2,30.9,2.0,1,1,0,1,1,1,1,Tail fiber protein OS=Klebsiella phage BMac OX=2935709 GN=BMac_gp21 PE=4 SV=1,TC4,TC4TC3TC9,A0AAE9HSD8,Drexlerviridae,tr|A0AAE9HSD8|A0AAE9HSD8_9CAUD,-,cluster_D39,-,8.9e-79,263.2,0.1,2.6e-78,261.7,0.1,1.8,1,0,0,1,1,1,1,Tail fiber protein OS=Klebsiella phage BMac OX=2935709 GN=BMac_gp21 PE=4 SV=1,D39,Klebsiella,Klebsiella phage BMac.
3130,tr|A0AAE9IE21|A0AAE9IE21_9CAUD,-,cluster_11,-,8.4e-89,296.9,7.4,1.0000000000000001e-88,296.6,7.4,1.1,1,0,0,1,1,1,1,Tail connector protein OS=Escherichia phage ES19 OX=2662278 GN=ES19_0083 PE=4 SV=1,TC11,TC11,A0AAE9IE21,Straboviridae,tr|A0AAE9IE21|A0AAE9IE21_9CAUD,-,cluster_D81,-,4.1e-39,132.0,0.6,4.1e-39,132.0,0.6,1.8,2,0,0,2,2,1,1,Tail connector protein OS=Escherichia phage ES19 OX=2662278 GN=ES19_0083 PE=4 SV=1,D81,Escherichia,Escherichia phage ES19.
3131,tr|A0AAE9IEU0|A0AAE9IEU0_9CAUD,-,cluster_0,-,7.3e-21,73.1,14.7,2.2e-12,45.1,2.4,2.9,1,1,0,2,2,2,2,Tail fibers protein OS=Enterobacter phage EC-W2 OX=2662275 GN=ECW2_0272 PE=4 SV=1,TC0,TC0,A0AAE9IEU0,Straboviridae,tr|A0AAE9IEU0|A0AAE9IEU0_9CAUD,-,cluster_D38,-,2.1e-27,95.2,13.1,5.5e-12,45.5,0.4,3.8,3,1,0,3,3,3,3,Tail fibers protein OS=Enterobacter phage EC-W2 OX=2662275 GN=ECW2_0272 PE=4 SV=1,D38,Enterobacter,Enterobacter phage EC-W2.
3132,tr|A0AAE9IHG5|A0AAE9IHG5_9CAUD,-,cluster_0,-,3.7000000000000005e-22,77.4,15.0,2e-12,45.2,2.8,2.9,1,1,1,2,2,2,2,Tail fibers protein OS=Enterobacter phage EC-F1 OX=2662272 GN=ECF1_0274 PE=4 SV=1,TC0,TC0,A0AAE9IHG5,Straboviridae,tr|A0AAE9IHG5|A0AAE9IHG5_9CAUD,-,cluster_D38,-,1.3e-29,102.3,11.3,4.8e-12,45.7,0.3,3.7,3,1,0,3,3,3,3,Tail fibers protein OS=Enterobacter phage EC-F1 OX=2662272 GN=ECF1_0274 PE=4 SV=1,D38,Enterobacter,Enterobacter phage EC-F1.
3133,tr|A0AAE9IHG7|A0AAE9IHG7_9CAUD,-,cluster_0,-,8.6e-257,854.7,59.0,8.800000000000001e-249,828.2,57.1,2.0,2,0,0,2,2,2,2,Long tail fiber proximal subunit OS=Enterobacter phage EC-F2 OX=2662273 GN=ECF2_0057 PE=4 SV=1,TC0,TC0,A0AAE9IHG7,Straboviridae,tr|A0AAE9IHG7|A0AAE9IHG7_9CAUD,-,cluster_D38,-,2.1e-80,266.1,71.9,4.3e-47,158.7,10.1,7.2,3,2,4,7,7,6,6,Long tail fiber proximal subunit OS=Enterobacter phage EC-F2 OX=2662273 GN=ECF2_0057 PE=4 SV=1,D38,Enterobacter,Enterobacter phage EC-F2.
3134,tr|A0AAE9IIR3|A0AAE9IIR3_9CAUD,-,cluster_0,-,1.3e-14,52.4,8.4,2.1e-14,51.7,8.4,1.2,1,0,0,1,1,1,1,Phage straight tail fiber (Short tail fiber) OS=Escherichia phage HP3.1 OX=2880949 GN=HP31_0270 PE=4,TC0,TC0,A0AAE9IIR3,Straboviridae,tr|A0AAE9IIR3|A0AAE9IIR3_9CAUD,-,cluster_D38,-,4.8e-23,81.2,10.5,4.9e-09,36.0,1.6,4.3,3,1,0,3,3,3,3,Phage straight tail fiber (Short tail fiber) OS=Escherichia phage HP3.1 OX=2880949 GN=HP31_0270 PE=4,D38,Escherichia,Escherichia phage HP3.1.
3135,tr|A0AAE9IJ41|A0AAE9IJ41_9CAUD,-,cluster_0,-,1.5e-254,847.3,57.8,1.5e-246,820.8,55.9,2.0,2,0,0,2,2,2,2,Long tail fiber proximal subunit OS=Enterobacter phage EC-F1 OX=2662272 GN=ECF1_0059 PE=4 SV=1,TC0,TC0,A0AAE9IJ41,Straboviridae,tr|A0AAE9IJ41|A0AAE9IJ41_9CAUD,-,cluster_D38,-,2.3000000000000002e-80,266.0,69.3,4.3e-47,158.7,10.1,7.4,3,2,4,7,7,6,6,Long tail fiber proximal subunit OS=Enterobacter phage EC-F1 OX=2662272 GN=ECF1_0059 PE=4 SV=1,D38,Enterobacter,Enterobacter phage EC-F1.
3136,tr|A0AAE9ILQ4|A0AAE9ILQ4_9CAUD,-,cluster_0,-,0.0,2998.7,57.2,0.0,2998.5,57.2,1.0,1,0,0,1,1,1,1,Phage long tail fiber OS=Escherichia phage HP3.1 OX=2880949 GN=HP31_0081 PE=4 SV=1,TC0,TC0TC14,A0AAE9ILQ4,Straboviridae,tr|A0AAE9ILQ4|A0AAE9ILQ4_9CAUD,-,cluster_D38,-,6.5e-119,390.3,39.7,1.4e-60,202.2,13.1,4.3,4,0,0,4,4,3,3,Phage long tail fiber OS=Escherichia phage HP3.1 OX=2880949 GN=HP31_0081 PE=4 SV=1,D38,Escherichia,Escherichia phage HP3.1.
3137,tr|A0AAE9JWW8|A0AAE9JWW8_9CAUD,-,cluster_6,-,2.9e-25,89.1,38.4,2.9e-25,89.1,38.4,3.6,2,2,0,2,2,1,1,Tail fiber protein OS=Escherichia phage Lambda imm21 OX=2918897 GN=CPT_lambdaimm21_024 PE=3 SV=1,TC6,TC6,A0AAE9JWW8,unclassified,tr|A0AAE9JWW8|A0AAE9JWW8_9CAUD,-,cluster_D4,-,5.6e-27,94.7,48.9,1.5e-25,90.1,39.0,6.4,2,2,3,5,5,3,3,Tail fiber protein OS=Escherichia phage Lambda imm21 OX=2918897 GN=CPT_lambdaimm21_024 PE=3 SV=1,D4,Escherichia,Escherichia phage Lambda imm21.
3138,tr|A0AAE9K3W4|A0AAE9K3W4_9CAUD,-,cluster_8,-,6.7e-33,113.8,0.7,1.2e-32,113.0,0.7,1.4,1,0,0,1,1,1,1,Tail fiber protein OS=Pseudaeromonas phage vB_PpeM_ KLEP7 OX=2928862 GN=KLEP7_gp28 PE=4 SV=1,TC8,TC8,A0AAE9K3W4,unclassified,tr|A0AAE9K3W4|A0AAE9K3W4_9CAUD,-,cluster_D59,-,9.000000000000001e-23,80.1,0.6,2e-22,79.0,0.6,1.5,1,0,0,1,1,1,1,Tail fiber protein OS=Pseudaeromonas phage vB_PpeM_ KLEP7 OX=2928862 GN=KLEP7_gp28 PE=4 SV=1,D59,Pseudaeromonas,Pseudaeromonas phage vB_PpeM_ KLEP7.
3139,tr|A0AAE9K654|A0AAE9K654_9CAUD,-,cluster_15,-,1.4e-11,42.9,0.2,2.2e-11,42.2,0.2,1.2,1,0,0,1,1,1,1,Tail fiber protein OS=Burkholderia phage Momento OX=2924902 GN=CPT_Momento_022 PE=4 SV=1,TC15,TC15,A0AAE9K654,Peduoviridae,tr|A0AAE9K654|A0AAE9K654_9CAUD,-,cluster_D43,-,3e-12,46.3,0.1,9.7e-12,44.6,0.1,1.8,1,0,0,1,1,1,1,Tail fiber protein OS=Burkholderia phage Momento OX=2924902 GN=CPT_Momento_022 PE=4 SV=1,D43,Burkholderia,Burkholderia phage Momento.
3140,tr|A0AAE9K7V3|A0AAE9K7V3_9CAUD,-,cluster_1,-,3.2e-15,55.9,1.4,3.2e-15,55.9,1.4,1.9,2,1,0,2,2,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_PiR OX=2924893 PE=4 SV=1,TC1,TC1,A0AAE9K7V3,unclassified,tr|A0AAE9K7V3|A0AAE9K7V3_9CAUD,-,cluster_D14,-,1.5e-17,63.4,0.6,3.8e-17,62.1,0.6,1.7,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_PiR OX=2924893 PE=4 SV=1,D14,Escherichia,Escherichia phage vB_EcoM_PiR.
3141,tr|A0AAE9KDB9|A0AAE9KDB9_9CAUD,-,cluster_0,-,0.0,1052.5,57.3,3.5999999999999995e-300,998.4,44.5,2.0,1,1,1,2,2,2,2,Long tail fiber proximal subunit OS=Klebsiella phage KP1079 OX=2924863 GN=KP1079_00251 PE=4 SV=1,TC0,TC0TC14,A0AAE9KDB9,Straboviridae,tr|A0AAE9KDB9|A0AAE9KDB9_9CAUD,-,cluster_D38,-,1.4e-72,240.8,42.9,3.1e-41,139.8,8.5,5.3,2,2,3,5,5,5,4,Long tail fiber proximal subunit OS=Klebsiella phage KP1079 OX=2924863 GN=KP1079_00251 PE=4 SV=1,D38,Klebsiella,Klebsiella phage KP1079.
3142,tr|A0AAE9KE29|A0AAE9KE29_9CAUD,-,cluster_11,-,3.0999999999999995e-43,147.9,6.5,3.699999999999999e-43,147.6,6.5,1.1,1,0,0,1,1,1,1,Tail fiber protein OS=Klebsiella phage KP1079 OX=2924863 GN=KP1079_00253 PE=4 SV=1,TC11,TC11,A0AAE9KE29,Straboviridae,tr|A0AAE9KE29|A0AAE9KE29_9CAUD,-,cluster_D81,-,1.1e-21,76.2,0.1,2.4e-21,75.1,0.1,1.6,1,0,0,1,1,1,1,Tail fiber protein OS=Klebsiella phage KP1079 OX=2924863 GN=KP1079_00253 PE=4 SV=1,D81,Klebsiella,Klebsiella phage KP1079.
3143,tr|A0AAE9KFA7|A0AAE9KFA7_9CAUD,-,cluster_16,-,7.8e-16,57.4,1.0,1.2e-15,56.7,1.0,1.3,1,0,0,1,1,1,1,Tail fibers protein OS=Escherichia phage CY1 OX=2930332 PE=4 SV=1,TC16,TC16TC10,A0AAE9KFA7,Autographiviridae,tr|A0AAE9KFA7|A0AAE9KFA7_9CAUD,-,cluster_D41,-,4.5e-16,58.1,0.1,1.6e-15,56.4,0.1,1.9,1,0,0,1,1,1,1,Tail fibers protein OS=Escherichia phage CY1 OX=2930332 PE=4 SV=1,D41,Escherichia,Escherichia phage CY1.
3144,tr|A0AAE9KGK7|A0AAE9KGK7_9CAUD,-,cluster_0,-,1.5e-129,433.2,21.5,1.2000000000000001e-106,357.4,18.4,3.5,3,1,0,4,4,3,2,Short tail fiber protein OS=Vibrio phage XZ1 OX=2928444 PE=4 SV=1,TC0,TC0,A0AAE9KGK7,Straboviridae,tr|A0AAE9KGK7|A0AAE9KGK7_9CAUD,-,cluster_D38,-,2.3e-60,201.5,41.7,2.1999999999999996e-24,85.5,6.9,6.7,4,3,2,6,6,4,4,Short tail fiber protein OS=Vibrio phage XZ1 OX=2928444 PE=4 SV=1,D38,Vibrio,Vibrio phage XZ1.
3145,tr|A0AAE9KJS5|A0AAE9KJS5_9CAUD,-,cluster_13,-,8.8e-183,609.8,16.6,2.1e-174,582.0,10.6,2.1,1,1,1,2,2,2,2,Bacteriophage T7 Gp17 C-terminal domain-containing protein OS=Yersinia phage VB-YPM-18 OX=2936904 GN,TC13,TC13,A0AAE9KJS5,Peduoviridae,tr|A0AAE9KJS5|A0AAE9KJS5_9CAUD,-,cluster_D7,-,1.5e-52,175.7,7.4,4.6e-25,87.6,0.4,4.0,2,1,1,3,3,3,2,Bacteriophage T7 Gp17 C-terminal domain-containing protein OS=Yersinia phage VB-YPM-18 OX=2936904 GN,D7,Yersinia,Yersinia phage VB-YPM-18.
3146,tr|A0AAE9KT29|A0AAE9KT29_9CAUD,-,cluster_2,-,0.0,1029.6,2.3,0.0,1029.4,2.3,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Pseudomonas phage PCS5 OX=2936830 PE=4 SV=1,TC2,TC2,A0AAE9KT29,Autographiviridae,tr|A0AAE9KT29|A0AAE9KT29_9CAUD,-,cluster_D70,-,8.900000000000001e-65,217.0,2.7,6.2e-39,133.3,0.0,3.9,2,2,1,3,3,3,3,Tail fiber protein OS=Pseudomonas phage PCS5 OX=2936830 PE=4 SV=1,D70,Pseudomonas,Pseudomonas phage PCS5.
3147,tr|A0AAE9KT43|A0AAE9KT43_9CAUD,-,cluster_9,-,0.0,1963.7,22.6,0.0,1963.6,22.6,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoS_ESCO3 OX=2918878 GN=ESCO3_00076 PE=4 SV=1,TC9,TC9TC4TC3,A0AAE9KT43,Queuovirinae,tr|A0AAE9KT43|A0AAE9KT43_9CAUD,-,cluster_D84,-,1.5999999999999998e-151,502.7,0.1,4.1e-151,501.4,0.1,1.7,2,0,0,2,2,1,1,Tail fiber protein OS=Escherichia phage vB_EcoS_ESCO3 OX=2918878 GN=ESCO3_00076 PE=4 SV=1,D84,Escherichia,Escherichia phage vB_EcoS_ESCO3.
3148,tr|A0AAE9KT90|A0AAE9KT90_9CAUD,-,cluster_1,-,1.2000000000000001e-30,106.6,2.7,3.9e-15,55.6,1.0,2.3,2,1,0,2,2,2,2,Tail fiber or connector protein OS=Escherichia phage vB_EcoM_ESCO9 OX=2918876 GN=ESCO9_00179 PE=4 SV,TC1,TC1,A0AAE9KT90,Stephanstirmvirinae,tr|A0AAE9KT90|A0AAE9KT90_9CAUD,-,cluster_D14,-,2e-15,56.6,1.4,6.4e-15,55.0,1.4,1.8,1,0,0,1,1,1,1,Tail fiber or connector protein OS=Escherichia phage vB_EcoM_ESCO9 OX=2918876 GN=ESCO9_00179 PE=4 SV,D14,Escherichia,Escherichia phage vB_EcoM_ESCO9.
3149,tr|A0AAE9KTY5|A0AAE9KTY5_9CAUD,-,cluster_10,-,0.0,1429.9,46.4,0.0,1429.7,46.4,1.0,1,0,0,1,1,1,1,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO25 OX=2918866 GN=ESCO25_00134 PE=4 SV=1,TC10,TC10TC8,A0AAE9KTY5,Stephanstirmvirinae,tr|A0AAE9KTY5|A0AAE9KTY5_9CAUD,-,cluster_D74,-,4.899999999999999e-105,347.3,42.0,3.7999999999999996e-82,273.2,5.8,7.2,3,2,2,6,6,6,4,Tail fiber protein OS=Escherichia phage vB_EcoM_ESCO25 OX=2918866 GN=ESCO25_00134 PE=4 SV=1,D74,Escherichia,Escherichia phage vB_EcoM_ESCO25.
3150,tr|A0AAE9KUM6|A0AAE9KUM6_9CAUD,-,cluster_0,-,0.0,2234.9,61.4,0.0,2234.8,61.4,1.0,1,0,0,1,1,1,1,Long tail fiber proximal subunit OS=Escherichia phage vB_EcoM_ESCO47 OX=2918870 GN=ESCO47_00177 PE=4,TC0,TC0TC14,A0AAE9KUM6,Straboviridae,tr|A0AAE9KUM6|A0AAE9KUM6_9CAUD,-,cluster_D38,-,1.2e-107,353.9,42.6,8.3e-52,173.9,16.0,3.8,3,1,0,3,3,3,3,Long tail fiber proximal subunit OS=Escherichia phage vB_EcoM_ESCO47 OX=2918870 GN=ESCO47_00177 PE=4,D38,Escherichia,Escherichia phage vB_EcoM_ESCO47.
3151,tr|A0AAE9KUQ1|A0AAE9KUQ1_9CAUD,-,cluster_7,-,1.7e-102,344.1,33.4,5.9e-100,335.7,33.4,2.2,1,1,0,1,1,1,1,Tail fibers protein OS=Escherichia phage vB_EcoM_ESCO49 OX=2918871 GN=ESCO49_00001 PE=4 SV=1,TC7,TC7TC6,A0AAE9KUQ1,Ounavirinae,tr|A0AAE9KUQ1|A0AAE9KUQ1_9CAUD,-,cluster_D4,-,1.4000000000000001e-28,99.9,39.9,5.6000000000000005e-28,97.9,39.9,2.1,1,0,0,1,1,1,1,Tail fibers protein OS=Escherichia phage vB_EcoM_ESCO49 OX=2918871 GN=ESCO49_00001 PE=4 SV=1,D4,Escherichia,Escherichia phage vB_EcoM_ESCO49.
